,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_addr_google,st_address,ch_address,en_address,ch_addr_google,en_addr_google,final_address,final_address_consid,floor_copy,time_adj_npsf
1073,10030900410082,ASP,2010-02-25,RES,blank,1992/07,14.28,1381,1096,10340,13029.197080291971,GFA INCL BW:9 SFCPS 136 ON CPL2/F ,blank,3027010,10030900410082,B,12.0,2,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 2,白筆山道THE REDHILL PENINSULA|Phase4|Block2,白筆山道THE REDHILL PENINSULA|Phase4|Block2|12|B,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD","紅山半島,2座,白筆山道,香港","THE REDHILL PENINSULA,Block 2,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道|12|Bconsid14.28",12,28229.46458943402
1079,10041602520015,PRO-ASP,2010-03-30,RES,blank,1990/12,15.0,1334,1102,11244,13611.615245009074,CPS 43 ON CPL5/F ,blank,3063052,10041602520015,A,32.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|32|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|32|Aconsid15.0",32,28470.13020426508
1084,10061402140099,ASP,2010-06-02,RES,blank,1990/12,25.0,1906,1598,13116,15644.555694618273,GFA INCLA/C PLANT RM:40 SFCPS 1819 ON CP4/F ,blank,3123056,10061402140099,B,12.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|12|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|12|Bconsid25.0",12,33545.27899332896
1085,10070602340244,ASP,2010-06-21,RES,blank,1990/12,13.9,1334,1102,10420,12613.430127041742,CPS 101 ON CP4/F ,blank,3143687,10070602340244,B,12.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|12|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|12|Bconsid13.9",12,27045.896408552504
1086,10071402470014,PRO-ASP,2010-06-25,RES,blank,1990/12,14.5,1334,1102,10870,13157.894736842105,BW:7 SFCPS 23 ON CPL4/F ,blank,3152451,10071402470014,A,25.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|25|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|25|Aconsid14.5",25,28213.345174389306
1089,10072801470033,ASP,2010-07-14,RES,blank,1990/12,27.6,2054,1717,13437,16074.548631333722,CPS 13 ON CPL2/F ,blank,3167501,10072801470033,A,10.0,3,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 3,大潭道PACIFIC VIEW|Phase|Block3,大潭道PACIFIC VIEW|Phase|Block3|10|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD","浪琴園,3座,大潭道,香港","PACIFIC VIEW,Block 3,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道|10|Aconsid27.6",10,32938.08659062024
1090,10080402670029,ASP,2010-07-26,RES,blank,1992/07,15.0,1391,1096,10784,13686.131386861314,GFA INCL BW:17 SFCPS 233 ON CPL2/F ,blank,3176737,10080402670029,B,14.0,2,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 2,白筆山道THE REDHILL PENINSULA|Phase4|Block2,白筆山道THE REDHILL PENINSULA|Phase4|Block2|14|B,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD","紅山半島,2座,白筆山道,香港","THE REDHILL PENINSULA,Block 2,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道|14|Bconsid15.0",14,28044.021082639905
1091,10080502440050,PRO-ASP,2010-07-21,RES,blank,1990/12,15.8,1334,1102,11844,14337.568058076225,CPS 90 ON CPL4/F ,blank,3178233,10080502440050,A,33.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|33|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|33|Aconsid15.8",33,29378.86898268958
1092,10081200690045,ASP,2010-07-20,RES,blank,1990/12,26.0,1906,1598,13641,16270.337922403003,GFA INCLA/C PLANT RM:40 SFCPS 24 ON CPL3/F ,blank,3185962,10081200690045,B,25.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|25|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|25|Bconsid26.0",25,33339.27512602865
1093,10081302520045,ASP,2010-07-27,RES,blank,1990/12,15.5,1334,1102,11619,14065.335753176043,CPS 5 ON CP3/F ,blank,3187881,10081302520045,B,31.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|31|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|31|Bconsid15.5",31,28821.042356435977
1094,10081601110137,ASP,2010-07-30,RES,blank,1990/12,27.28,2054,1717,13281,15888.177052999417,CPS 7 ON CP1/F ,blank,3189528,10081601110137,B,9.0,3,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 3,大潭道PACIFIC VIEW|Phase|Block3,大潭道PACIFIC VIEW|Phase|Block3|9|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD","浪琴園,3座,大潭道,香港","PACIFIC VIEW,Block 3,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道|9|Bconsid27.28",9,32556.19573159855
1096,10083001430019,ASP,2010-08-17,RES,blank,1990/12,24.8,1772,1477,13995,16790.792146242384,CPS 40 ON CPL4/F ,blank,3205821,10083001430019,B,28.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|28|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|28|Bconsid24.8",28,33655.34527466607
1097,10090200890075,ASP,2010-08-25,RES,blank,1992/07,15.1,1391,1096,10856,13777.372262773722,GFA INCL BW:17 SFCPS 238 ON CPL2/F ,blank,3210044,10090200890075,A,17.0,2,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 2,白筆山道THE REDHILL PENINSULA|Phase4|Block2,白筆山道THE REDHILL PENINSULA|Phase4|Block2|17|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD","紅山半島,2座,白筆山道,香港","THE REDHILL PENINSULA,Block 2,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道|17|Aconsid15.1",17,27615.267727855506
1098,10092001170017,PRO-ASP,2010-06-24,RES,blank,1992/07,16.5,0,1035,0,15942.028985507246,+RFCPS 250 ON CPL2/F ,blank,3229976,10092001170017,A,9.0,8,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RO,THE REDHILL PENINSULA||Phase 4|Block 8,白筆山道THE REDHILL PENINSULA|Phase4|Block8,白筆山道THE REDHILL PENINSULA|Phase4|Block8|9|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,8座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 8,PAK PAT SHAN RD","紅山半島,8座,白筆山道,香港","THE REDHILL PENINSULA,Block 8,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 8,PAK PAT SHAN RD|紅山半島4期,8座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 8,PAK PAT SHAN RD|紅山半島4期,8座,白筆山道|9|Aconsid16.5",9,34183.12545766588
1099,10092002790072,PRO-ASP,2010-08-24,RES,blank,1990/12,25.9,1906,1598,13589,16207.75969962453,GFA INCLA/C RM:40 SFCPS 50-51 ON CP3/F ,blank,3230068,10092002790072,B,26.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|26|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|26|Bconsid25.9",26,32486.719153494745
1100,10092902250090,PRE-ASP,2010-09-18,RES,blank,1990/12,16.8,1334,1102,12594,15245.009074410164,CPS 15 ON CPL3/F ,blank,3240459,10092902250090,B,32.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|32|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|32|Bconsid16.8",32,30397.0599993804
1104,10100702790037,PRO-ASP,2010-09-16,RES,blank,1990/12,14.0,1334,1102,10495,12704.174228675136,CPS 49 ON CPL4/F ,blank,3248565,10100702790037,A,2.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|2|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|2|Aconsid14.0",2,25330.883332817
1106,10101203000025,ASP,2010-09-22,RES,blank,1990/12,16.8,1334,1102,12594,15245.009074410164,CPS 5 ON CP4/F ,blank,3253389,10101203000025,B,23.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|23|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|23|Bconsid16.8",23,30397.0599993804
1111,10113002550014,ASP,2010-11-16,RES,blank,1990/12,30.2,2054,1717,14703,17588.81770529994,CPS 9699 ON CPL2/F ,blank,3314289,10113002550014,B,15.0,3,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 3,大潭道PACIFIC VIEW|Phase|Block3,大潭道PACIFIC VIEW|Phase|Block3|15|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD","浪琴園,3座,大潭道,香港","PACIFIC VIEW,Block 3,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道|15|Bconsid30.2",15,34132.3510456544
1113,10121402890141,PRO-ASP,2010-11-19,RES,blank,1990/12,25.5,1772,1477,14391,17264.72579553148,CPS 53 ON CP4/F ,blank,3330398,10121402890141,B,34.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|34|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|34|Bconsid25.5",34,33503.427656907224
1114,10122402410024,PRO-ASP,2010-12-05,RES,blank,1992/07,15.0,1391,1096,10784,13686.131386861314,GFA INCL BW:17 SFCPS 168 ON CPL1/F ,blank,3341990,10122402410024,A,3.0,6,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 6,白筆山道THE REDHILL PENINSULA|Phase4|Block6,白筆山道THE REDHILL PENINSULA|Phase4|Block6|3|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,6座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 6,PAK PAT SHAN RD","紅山半島,6座,白筆山道,香港","THE REDHILL PENINSULA,Block 6,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 6,PAK PAT SHAN RD|紅山半島4期,6座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 6,PAK PAT SHAN RD|紅山半島4期,6座,白筆山道|3|Aconsid15.0",3,26551.29319987865
1116,10123002160023,ASP,2010-12-21,RES,blank,1990/12,28.3,2054,1717,13778,16482.236458940013,CPS 3839 ON CP6/F ,blank,3345496,10123002160023,A,17.0,3,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 3,大潭道PACIFIC VIEW|Phase|Block3,大潭道PACIFIC VIEW|Phase|Block3|17|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD","浪琴園,3座,大潭道,香港","PACIFIC VIEW,Block 3,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道|17|Aconsid28.3",17,31975.77755472709
1117,11012000720013,PRE-ASP,2010-12-28,RES,blank,1992/07,16.38,1391,1096,11776,14945.255474452553,GFA INCL BW:17 SFCPS 116117ON CPL2/F ,blank,3365390,11012000720013,A,8.0,2,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 2,白筆山道THE REDHILL PENINSULA|Phase4|Block2,白筆山道THE REDHILL PENINSULA|Phase4|Block2|8|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD","紅山半島,2座,白筆山道,香港","THE REDHILL PENINSULA,Block 2,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道|8|Aconsid16.38",8,28994.012174267482
1118,11012101720037,PRO-ASP,2011-01-06,RES,blank,1992/07,15.7,1391,1096,11287,14324.817518248175,GFA INCL BW:17 SFCPS 27 ON CPL2/F ,blank,3366991,11012101720037,A,5.0,2,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 2,白筆山道THE REDHILL PENINSULA|Phase4|Block2,白筆山道THE REDHILL PENINSULA|Phase4|Block2|5|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD","紅山半島,2座,白筆山道,香港","THE REDHILL PENINSULA,Block 2,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道|5|Aconsid15.7",5,26935.934276615073
1120,11020902840043,PRE-ASP,2011-01-13,RES,blank,1990/12,33.65,2054,1717,16383,19598.136284216656,CPS 1597 ON CPL1/F ,blank,3381945,11020902840043,B,32.0,3,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 3,大潭道PACIFIC VIEW|Phase|Block3,大潭道PACIFIC VIEW|Phase|Block3|32|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD","浪琴園,3座,大潭道,香港","PACIFIC VIEW,Block 3,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道|32|Bconsid33.65",32,36851.716276547915
1121,11021701800010,PRO-ASP,2011-01-21,RES,blank,1990/12,33.3,0,1674,0,19892.47311827957,+BW:11 SFCPS 59 ON CP1/F ,blank,3390446,11021701800010,B,31.0,3,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 3,大潭道PACIFIC VIEW|Phase|Block3,大潭道PACIFIC VIEW|Phase|Block3|31|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD","浪琴園,3座,大潭道,香港","PACIFIC VIEW,Block 3,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道|31|Bconsid33.3",31,37405.17795991009
1122,11021802150041,ASP,2011-02-11,RES,blank,1992/07,32.5,2143,1681,15166,19333.72992266508,GFA INCL BW:33 SFCPS 190191ON CPL2/F ,blank,3393162,11021802150041,A,2.0,5,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 5,白筆山道THE REDHILL PENINSULA|Phase4|Block5,白筆山道THE REDHILL PENINSULA|Phase4|Block5|2|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,5座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 5,PAK PAT SHAN RD","紅山半島,5座,白筆山道,香港","THE REDHILL PENINSULA,Block 5,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 5,PAK PAT SHAN RD|紅山半島4期,5座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 5,PAK PAT SHAN RD|紅山半島4期,5座,白筆山道|2|Aconsid32.5",2,34918.99408305091
